1.000000000000000000e+02,-9.000000000000000000e+01,-9.000000000000000000e+01,0.000000000000000000e+00,1.835823059082031250e-05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
1.977045454545453751e+01,7.908181818181822109e+01,-2.632424242424239225e+01,-1.054060606060606204e+02,4.322528839111328125e-04,3.293939393939387728e+00,2.463636363636362958e+00,8.603030303030301695e+00,5.778787878787880139e+00,-1.496969696969698393e+00,-4.321212121212119506e+00,6.806060606060611917e+00,7.636363636363636687e+00,1.496969696969697949e+00,4.321212121212119506e+00
1.781317954545453830e+01,7.125271818181822425e+01,-2.672415476139623536e+01,-9.797687294321445961e+01,2.367496490478515625e-04,3.347664201330594391e+00,2.496458438685816628e+00,8.268762115975363258e+00,5.659418921297766580e+00,-1.407735120511594218e+00,-3.981772809133331315e+00,6.020448411691302404e+00,6.779015859289851065e+00,1.407735120511593774e+00,3.981772809133331315e+00
1.604967477045453705e+01,6.419869908181821927e+01,-2.714830731372107309e+01,-9.134700639553929591e+01,2.145767211914062500e-04,3.403971128039593008e+00,2.532112918380777344e+00,7.915918523040451404e+00,5.531803035198847418e+00,-1.329186581213413154e+00,-3.676529211366921235e+00,5.322462117433986784e+00,6.011431585160668334e+00,1.329186581213412710e+00,3.676529211366921235e+00
1.446075696817953826e+01,5.784302787271820279e+01,-2.759510541837482123e+01,-8.543813329109302401e+01,2.100467681884765625e-04,3.462360817025470272e+00,2.570825333311866689e+00,7.546545248248889060e+00,5.395988516350791464e+00,-1.260318061254372290e+00,-3.402042246675847093e+00,4.703632552947707879e+00,5.324720615860438322e+00,1.260318061254371846e+00,3.402042246675847093e+00
1.302914202832976542e+01,5.211656811331910433e+01,-2.806230647354216146e+01,-8.017887458686126934e+01,1.974105834960937500e-04,3.522181142712363489e+00,2.612850189995086225e+00,7.163393906447986126e+00,5.252118477297459620e+00,-1.200191023055571682e+00,-3.155224563942437221e+00,4.156179679220294965e+00,4.710831173996017363e+00,1.200191023055571238e+00,3.155224563942437221e+00
1.173925696752511882e+01,4.695702787010050372e+01,-2.854706587880555091e+01,-7.550409374890605818e+01,2.524852752685546875e-04,3.582634209999802533e+00,2.658473707201634895e+00,6.769881535597695787e+00,5.100418375596923681e+00,-1.147921811838275463e+00,-2.933317099554128671e+00,3.672926158745505543e+00,4.162477822784808268e+00,1.147921811838275019e+00,2.933317099554128671e+00
1.057707052774013157e+01,4.230828211096056179e+01,-2.904604316079960213e+01,-7.135432527176016038e+01,2.937316894531250000e-04,3.642799034994097962e+00,2.708011996457278414e+00,6.369980832114935154e+00,4.941176972091342101e+00,-1.102672058330516736e+00,-2.733868822988904324e+00,3.247229114641487779e+00,3.673081762638842118e+00,1.102672058330516291e+00,2.733868822988904324e+00
9.529940545493857940e+00,3.811976218197546018e+01,-2.955556170562105933e+01,-6.767532388759651951e+01,3.228187561035156250e-04,3.701670821833495051e+00,2.761801899113396352e+00,5.968042092605716498e+00,4.774725379939709136e+00,-1.063642694447843429e+00,-2.554717361011515475e+00,2.872930833250732618e+00,3.236720110918717808e+00,1.063642694447842985e+00,2.554717361011515475e+00
8.586476431489966643e+00,3.434590572595987368e+01,-3.007180228940206490e+01,-6.441770801536193858e+01,2.470016479492187500e-04,3.758214908512296226e+00,2.820181936710145276e+00,5.568561584018215882e+00,4.601421218067410557e+00,-1.030071890320127359e+00,-2.393967950411294510e+00,2.544327402011931749e+00,2.848079681462844182e+00,1.030071890320126915e+00,2.393967950411294510e+00
