1.000000000000000000e+02,-9.000000000000000000e+01,-9.000000000000000000e+01,0.000000000000000000e+00,1.788139343261718750e-05,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
1.977045454545453751e+01,7.908181818181822109e+01,-2.632424242424239225e+01,-1.054060606060606204e+02,3.345012664794921875e-04,3.293939393939387728e+00,2.463636363636362958e+00,8.603030303030301695e+00,5.778787878787880139e+00,-1.496969696969698393e+00,-4.321212121212119506e+00,6.806060606060611917e+00,7.636363636363636687e+00,1.496969696969697949e+00,4.321212121212119506e+00
5.041960170454536261e+00,2.016784068181814504e+01,-2.933358276132510767e+01,-4.950142344314325271e+01,4.162788391113281250e-04,3.698218569558218594e+00,2.710622478383503342e+00,6.087662195441891022e+00,4.880536473674775166e+00,-8.254795091224644832e-01,-1.766931297819236857e+00,8.943288434315599389e-01,1.184821613883403124e+00,8.254795091224643722e-01,1.766931297819237745e+00
2.521232183235791346e+00,1.008492873294316183e+01,-3.320324666046985840e+01,-4.328817539341302023e+01,3.850460052490234375e-04,4.052277122173574497e+00,3.235465262400496034e+00,3.267683864331132781e+00,3.476792353025434323e+00,-7.951804929946678646e-01,-1.388054328826641592e+00,3.639567937999811376e-01,3.664696436426191362e-01,7.951804929946677536e-01,1.388054328826642037e+00
1.260742153227056850e+00,5.042968612908225623e+00,-3.620331269914861139e+01,-4.124628131205683701e+01,5.223751068115234375e-04,4.084254425224583152e+00,3.945510143256425017e+00,1.687707587364235984e+00,2.024725288262568590e+00,-7.819929602188230300e-01,-1.270463750392296198e+00,1.804285514864117368e-01,1.049134212222386231e-01,7.819929602188229190e-01,1.270463750392296420e+00
6.304341137211897372e-01,2.521736454884759837e+00,-3.804859774949773055e+01,-4.057033420438249038e+01,5.578994750976562500e-04,4.040964081835763722e+00,4.460944335079727985e+00,8.732909206617220921e-01,1.037147248004778088e+00,-7.682158369608963477e-01,-1.251704221111114457e+00,9.278340591559648687e-02,3.984011614402180324e-02,7.682158369608963477e-01,1.251704221111114679e+00
1.607764598517463783e-01,6.431058394069779638e-01,-3.949317730313128294e+01,-4.013628314253826090e+01,3.890991210937500000e-04,4.006573593549688006e+00,4.865077333845710505e+00,2.369773645601469525e-01,2.632717387588933144e-01,-7.553175479814736581e-01,-1.248339764506717797e+00,2.492750441408614348e-02,7.314624976382806676e-03,7.553175479814737692e-01,1.248339764506717797e+00
1.607764598517472804e-03,6.431058394092303843e-03,-3.999599419495864794e+01,-4.000242525335274024e+01,3.297328948974609375e-04,3.999294387126376193e+00,4.999880564831691743e+00,3.766934704720503735e-03,9.444832102306621735e-04,-7.500956682953897614e-01,-1.249968228892217814e+00,4.465703691668466979e-04,1.277943752147599546e-04,7.500956682953898724e-01,1.249968228892218036e+00
1.607764598517482873e-05,6.431058395151012519e-05,-3.999996751919239557e+01,-4.000003182977634708e+01,3.290176391601562500e-04,3.999997731507233478e+00,4.999994715414056046e+00,2.191163571303158739e-05,1.283766464609805910e-05,-7.500005838098564581e-01,-1.250001022534332540e+00,3.941583614376208567e-06,3.212688378159645960e-06,7.500005838098563471e-01,1.250001022534332318e+00
1.607764598517442046e-07,6.431058423572721949e-07,-3.999999967842168047e+01,-4.000000032152752283e+01,3.385543823242187500e-04,3.999999978561533887e+00,4.999999946403502982e+00,2.143853264206004982e-07,1.286314610356257957e-07,-7.500000060289853110e-01,-1.250000010046997012e+00,4.019192351860659468e-08,3.215196484451356430e-08,7.500000060289852000e-01,1.250000010046997234e+00
